timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-23T09:39:55,codecarbon,386d767f-87d1-4391-96dd-d04e1993bccc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,277.1453607780004,0.0004581798142068,1.6532111990640723e-06,42.5,42.774370094901286,23.41857433319092,0.0032705796496715,0.00310357609397,0.0018019325913902,0.0081760883350317,France,FRA,pays de la loire,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.8,2.8.3,20,13th Gen Intel(R) Core(TM) i9-13900H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,-1.5512,47.2145,62.44953155517578,machine,N,1.0
2025-01-23T10:28:18,codecarbon,a7dd8cfe-4450-4c0c-9cd0-b25c01b1f90e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2706.491293014,0.0044986893275731,1.6621850360964312e-06,42.5,42.59277273145944,23.41857433319092,0.0319341243169173,0.030751199878718,0.0175925060221263,0.0802778302177617,France,FRA,pays de la loire,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.8,2.8.3,20,13th Gen Intel(R) Core(TM) i9-13900H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,-1.5512,47.2145,62.44953155517578,machine,N,1.0
2025-01-23T14:37:19,codecarbon,d9fef69f-5a35-4294-82e2-5d2a77ae9402,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,234.9584488180008,1.6567045625980996e-05,7.05105337106386e-08,42.5,44.97530851310265,23.41857433319092,0.0027727998370688,0.002668642690468,0.0015276453459751,0.006969087873512,Canada,CAN,quebec,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.8,2.8.3,20,13th Gen Intel(R) Core(TM) i9-13900H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,-71.2,46.8,62.44953155517578,machine,N,1.0
2025-01-23T14:44:18,codecarbon,1f0a9722-479e-4cc7-af18-e54a26d408f2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,226.6644858719992,0.0003749268401849,1.6541049152122177e-06,42.5,36.90993933349078,23.41857433319092,0.0026747755782529,0.002542051200306,0.0014736359382084,0.0066904627167673,France,FRA,nouvelle-aquitaine,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.8,2.8.3,20,13th Gen Intel(R) Core(TM) i9-13900H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,0.3332,46.5874,62.44953155517578,machine,N,1.0
2025-01-23T14:58:54,codecarbon,ebb6e9bc-c312-40ad-ac14-4be88c4d2f99,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,237.11731190499995,0.00039549853958745386,1.667944598435346e-06,42.5,36.9964682995824,23.418574333190918,0.0027980081947730317,0.002717999674398036,0.0015415509664158224,0.007057558835586892,France,FRA,nouvelle-aquitaine,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.8,2.8.3,20,13th Gen Intel(R) Core(TM) i9-13900H,1,1 x NVIDIA GeForce RTX 4070 Laptop GPU,0.3332,46.5874,62.44953155517578,machine,N,1.0
